Symbol,Stock Name,Sector,Exchange,Market Cap,PE,Stock URL
WELINV,Welspun Investments,Financial services,NSE,458,123.8,https://zerodha.com/markets/stocks/NSE/WELINV/
ALANKIT,Alankit,Financial services,BSE,435,21.93,https://zerodha.com/markets/stocks/BSE/ALANKIT/
NDGL,Naga Dhunseri,Financial services,NSE,427,12.38,https://zerodha.com/markets/stocks/NSE/NDGL/
ALMONDZ,Almondz Global Sec,Financial services,NSE,402,23.2,https://zerodha.com/markets/stocks/NSE/ALMONDZ/
SHRIYAMSEC,Shardul Securities,Financial services,BSE,402,12.2,https://zerodha.com/markets/stocks/BSE/SHRIYAMSEC/
ARYACAPM,Aryaman Capital Mkts,Financial services,BSE,398,17.38,https://zerodha.com/markets/stocks/BSE/ARYACAPM/
IFINSEC,India Finsec,Financial services,BSE,395,32.93,https://zerodha.com/markets/stocks/BSE/IFINSEC/
SAHLIBHFI,Shalibhadra Finance,Financial services,BSE,386,24.13,https://zerodha.com/markets/stocks/BSE/SAHLIBHFI/
IITL,Industl. Invst.Trust,Financial services,NSE,383,95.68,https://zerodha.com/markets/stocks/NSE/IITL/
MANCREDIT,Mangal Credit & Fin,Financial services,BSE,381,29.15,https://zerodha.com/markets/stocks/BSE/MANCREDIT/
BOMOXY-B1,Bombay Oxygen Invest,Financial services,BSE,380,21.72,https://zerodha.com/markets/stocks/BSE/BOMOXY-B1/
QUESTCAP,Quest Capital Market,Financial services,BSE,378,19.25,https://zerodha.com/markets/stocks/BSE/QUESTCAP/
UYFINCORP,UY Fincorp,Financial services,BSE,347,29.61,https://zerodha.com/markets/stocks/BSE/UYFINCORP/
SAKTHIFIN,Sakthi Finance,Financial services,BSE,316,18.98,https://zerodha.com/markets/stocks/BSE/SAKTHIFIN/
AFIL,Akme Fintrade,Financial services,NSE,311,9.36,https://zerodha.com/markets/stocks/NSE/AFIL/
LLFICL,Leading Leasing Fin.,Financial services,BSE,305,81.03,https://zerodha.com/markets/stocks/BSE/LLFICL/
PESB,Pune E - Stock Brok,Financial services,BSE,303,16.54,https://zerodha.com/markets/stocks/BSE/PESB/
COMFINTE,Comfort Intech,Financial services,BSE,291,25.74,https://zerodha.com/markets/stocks/BSE/COMFINTE/
STARTECK,Starteck Finance,Financial services,BSE,291,27.95,https://zerodha.com/markets/stocks/BSE/STARTECK/
GOURMET,Gourmet Gateway,Financial services,BSE,290,--,https://zerodha.com/markets/stocks/BSE/GOURMET/
MERCANTILE,Mercantile Ventures,Financial services,BSE,287,16.6,https://zerodha.com/markets/stocks/BSE/MERCANTILE/
EMERALD,Emerald Finance,Financial services,BSE,284,31.96,https://zerodha.com/markets/stocks/BSE/EMERALD/
IVC,IL&FS Investment Mgr,Financial services,NSE,283,49.35,https://zerodha.com/markets/stocks/NSE/IVC/
ZMILGFIN,Milgrey Fin.&Invest,Financial services,BSE,280,335.22,https://zerodha.com/markets/stocks/BSE/ZMILGFIN/
ALSL,Alacrity Securities,Financial services,BSE,278,23.06,https://zerodha.com/markets/stocks/BSE/ALSL/
RHFL,Reliance Home Financ,Financial services,NSE,268,11.1,https://zerodha.com/markets/stocks/NSE/RHFL/
STARHFL,Star Housing Finance,Financial services,BSE,265,23.88,https://zerodha.com/markets/stocks/BSE/STARHFL/
SWASTIKA,Swastika Investmart,Financial services,BSE,263,13.24,https://zerodha.com/markets/stocks/BSE/SWASTIKA/
INOVSYNTH,Innovassynth Invest,Financial services,BSE,261,--,https://zerodha.com/markets/stocks/BSE/INOVSYNTH/
PROFINC,Pro Fin Capital Serv,Financial services,BSE,258,88.41,https://zerodha.com/markets/stocks/BSE/PROFINC/
CTL,Capital Trade Links,Financial services,BSE,253,111.89,https://zerodha.com/markets/stocks/BSE/CTL/
DELPHIFX,Delphi World Money,Financial services,NSE,247,126.14,https://zerodha.com/markets/stocks/NSE/DELPHIFX/
GARNETINT,Garnet International,Financial services,BSE,247,162.72,https://zerodha.com/markets/stocks/BSE/GARNETINT/
SERA,Sera Investments&Fin,Financial services,BSE,237,88.42,https://zerodha.com/markets/stocks/BSE/SERA/
PML,Paul Merchants,Financial services,BSE,237,3.71,https://zerodha.com/markets/stocks/BSE/PML/
TRU,TruCap Finance,Financial services,BSE,234,--,https://zerodha.com/markets/stocks/BSE/TRU/
None,Rikhav Securities,Financial services,BSE,231,9.77,https://zerodha.com/markets/stocks/BSE/None/
PURPLEFIN,Purple Finance,Financial services,BSE,231,--,https://zerodha.com/markets/stocks/BSE/PURPLEFIN/
ALFREDHERB,Alfred Herbert (I),Financial services,BSE,228,35.94,https://zerodha.com/markets/stocks/BSE/ALFREDHERB/
JHACC,Jhaveri Credits&Cap,Financial services,BSE,223,92.47,https://zerodha.com/markets/stocks/BSE/JHACC/
UPSURGE,Upsurge Investment,Financial services,BSE,222,13.92,https://zerodha.com/markets/stocks/BSE/UPSURGE/
GAMCO,Gamco,Financial services,BSE,207,32.31,https://zerodha.com/markets/stocks/BSE/GAMCO/
SOMDUTTFIN,Som Datt Fin Corp,Financial services,BSE,205,--,https://zerodha.com/markets/stocks/BSE/SOMDUTTFIN/
AVAILFC,Available Fin,Financial services,BSE,199,1.91,https://zerodha.com/markets/stocks/BSE/AVAILFC/
REGENCY,Regency Fincorp,Financial services,BSE,195,39.24,https://zerodha.com/markets/stocks/BSE/REGENCY/
KEYFINSERV,Keynote Finl. Serv,Financial services,NSE,189,12.96,https://zerodha.com/markets/stocks/NSE/KEYFINSERV/
APOLLOFI,Apollo Finvest (I),Financial services,BSE,189,26.21,https://zerodha.com/markets/stocks/BSE/APOLLOFI/
REGIS,Regis Ind.,Financial services,BSE,185,--,https://zerodha.com/markets/stocks/BSE/REGIS/
INVENTURE,Inventure Growth&Sec,Financial services,NSE,184,88.77,https://zerodha.com/markets/stocks/NSE/INVENTURE/
CORALFINAC,Coral India Fin &Hsg,Financial services,BSE,184,10.54,https://zerodha.com/markets/stocks/BSE/CORALFINAC/
KIFS,KIFS Financial Serv,Financial services,BSE,184,22.8,https://zerodha.com/markets/stocks/BSE/KIFS/
LKPSEC,LKP Securities,Financial services,BSE,174,13.16,https://zerodha.com/markets/stocks/BSE/LKPSEC/
SANGAMFIN,Sangam Finserv,Financial services,BSE,174,26.33,https://zerodha.com/markets/stocks/BSE/SANGAMFIN/
TAMBOLIIN,Tamboli Industries,Financial services,BSE,172,22.32,https://zerodha.com/markets/stocks/BSE/TAMBOLIIN/
TIMESGTY,Team India Guaranty,Financial services,NSE,171,72.82,https://zerodha.com/markets/stocks/NSE/TIMESGTY/
GANGESSECU,Ganges Securities,Financial services,NSE,171,33.83,https://zerodha.com/markets/stocks/NSE/GANGESSECU/
USHAFIN,Usha Financial Serv.,Financial services,NSE,169,12.27,https://zerodha.com/markets/stocks/NSE/USHAFIN/
CAPTRUST,Capital Trust,Financial services,BSE,164,148.02,https://zerodha.com/markets/stocks/BSE/CAPTRUST/
SCL,Sunshine Capital,Financial services,BSE,162,--,https://zerodha.com/markets/stocks/BSE/SCL/
SELLWIN,Sellwin Traders,Financial services,BSE,161,57.73,https://zerodha.com/markets/stocks/BSE/SELLWIN/
STEELCITY,Steel City Securitie,Financial services,NSE,160,9.35,https://zerodha.com/markets/stocks/NSE/STEELCITY/
PMCFIN,PMC Fincorp,Financial services,BSE,160,11.12,https://zerodha.com/markets/stocks/BSE/PMCFIN/
STANCAP,Standard Cap Mkt,Financial services,BSE,160,5.73,https://zerodha.com/markets/stocks/BSE/STANCAP/
IDINFO,Iconik Sports & Even,Financial services,BSE,158,60.74,https://zerodha.com/markets/stocks/BSE/IDINFO/
INDBANK,Indbank Merch. Bankg,Financial services,NSE,157,18.56,https://zerodha.com/markets/stocks/NSE/INDBANK/
MANGIND,Mangalam Indl. Fin.,Financial services,BSE,157,127.23,https://zerodha.com/markets/stocks/BSE/MANGIND/
MUNCAPM,Munoth Capital Mkts.,Financial services,BSE,156,846.61,https://zerodha.com/markets/stocks/BSE/MUNCAPM/
MAHAPEXLTD,Maha Rashtra Apex,Financial services,BSE,152,7.74,https://zerodha.com/markets/stocks/BSE/MAHAPEXLTD/
IBLFL,IBL Finance,Financial services,NSE,151,64.11,https://zerodha.com/markets/stocks/NSE/IBLFL/
SONAL,Sonal Mercantile,Financial services,BSE,149,4.61,https://zerodha.com/markets/stocks/BSE/SONAL/
BAIDFIN,Baid Finserv,Financial services,BSE,145,10.78,https://zerodha.com/markets/stocks/BSE/BAIDFIN/
TILAK,Tilak Ventures,Financial services,BSE,144,23.14,https://zerodha.com/markets/stocks/BSE/TILAK/
NIDHGRN,Nidhi Granites,Financial services,BSE,142,74.06,https://zerodha.com/markets/stocks/BSE/NIDHGRN/
GUJSTATFIN,Guj. State Fin. Corp,Financial services,BSE,141,--,https://zerodha.com/markets/stocks/BSE/GUJSTATFIN/
OPTIFIN,Optimus Finance,Financial services,BSE,138,23.68,https://zerodha.com/markets/stocks/BSE/OPTIFIN/
RSDFIN,RSD Finance,Financial services,BSE,137,10.32,https://zerodha.com/markets/stocks/BSE/RSDFIN/
INDINFO,Indian Infotech&Soft,Financial services,BSE,128,--,https://zerodha.com/markets/stocks/BSE/INDINFO/
DHYANAFIN%C2%A0,Dhyana Finstock,Financial services,NSE,128,--,https://zerodha.com/markets/stocks/NSE/DHYANAFIN%C2%A0/
PALASHSECU,Palash Securities,Financial services,NSE,125,--,https://zerodha.com/markets/stocks/NSE/PALASHSECU/
JAFINANCE,JA Finance,Financial services,BSE,123,--,https://zerodha.com/markets/stocks/BSE/JAFINANCE/
CGFL,Credent Global Fin.,Financial services,BSE,121,--,https://zerodha.com/markets/stocks/BSE/CGFL/
ESCORP,Escorp Asset Mgmnt.,Financial services,BSE,117,7.16,https://zerodha.com/markets/stocks/BSE/ESCORP/
CNIRESLTD,Tomorrow Techno.,Financial services,BSE,117,--,https://zerodha.com/markets/stocks/BSE/CNIRESLTD/
ABVL,Arunjyoti Bio Vent,Financial services,BSE,112,--,https://zerodha.com/markets/stocks/BSE/ABVL/
ARUNIS,Arunis Abode,Financial services,BSE,112,--,https://zerodha.com/markets/stocks/BSE/ARUNIS/
DHARNI,Dharni Capital Ser.,Financial services,BSE,110,28.56,https://zerodha.com/markets/stocks/BSE/DHARNI/
DBSTOCKBRO,DB Intnl.StockBroker,Financial services,NSE,110,18.98,https://zerodha.com/markets/stocks/NSE/DBSTOCKBRO/
WALLFORT,Wallfort Finl. Serv,Financial services,BSE,108,9.03,https://zerodha.com/markets/stocks/BSE/WALLFORT/
MORGAN,Morgan Ventures,Financial services,BSE,108,4.22,https://zerodha.com/markets/stocks/BSE/MORGAN/
BEACON,Beacon Trusteeship,Financial services,NSE,106,19.6,https://zerodha.com/markets/stocks/NSE/BEACON/
HARYNACAP,Haryana Capfin,Financial services,BSE,106,20.35,https://zerodha.com/markets/stocks/BSE/HARYNACAP/
VGCL,Vibrant Global,Financial services,BSE,105,--,https://zerodha.com/markets/stocks/BSE/VGCL/
HBPOR,HB Portfolio,Financial services,BSE,105,--,https://zerodha.com/markets/stocks/BSE/HBPOR/
MOTOGENFIN,Motor & General Fin,Financial services,NSE,105,131.2,https://zerodha.com/markets/stocks/NSE/MOTOGENFIN/
ODYCORP,Odyssey Corp,Financial services,BSE,104,62.26,https://zerodha.com/markets/stocks/BSE/ODYCORP/
ASSAMENT,Assam Entrade,Financial services,BSE,104,34.23,https://zerodha.com/markets/stocks/BSE/ASSAMENT/
ACME,ACME Resources,Financial services,BSE,104,29.34,https://zerodha.com/markets/stocks/BSE/ACME/
TFL,Transwarranty Fin.,Financial services,NSE,103,--,https://zerodha.com/markets/stocks/NSE/TFL/
ABHICAP,Abhinav Capital Serv,Financial services,BSE,102,84.91,https://zerodha.com/markets/stocks/BSE/ABHICAP/
ASCOM,Ascom Leasing & Inv.,Financial services,NSE,101,19.71,https://zerodha.com/markets/stocks/NSE/ASCOM/
CASPIAN,Caspian Corpo. Serv.,Financial services,BSE,100,38.38,https://zerodha.com/markets/stocks/BSE/CASPIAN/
BNRSEC,BN Rathi Sec,Financial services,BSE,99,10.49,https://zerodha.com/markets/stocks/BSE/BNRSEC/
LUHARUKA,DhanSafal Finserve L,Financial services,BSE,99,265.55,https://zerodha.com/markets/stocks/BSE/LUHARUKA/
GATECH,Stampede Capital,Financial services,BSE,98,23.79,https://zerodha.com/markets/stocks/BSE/GATECH/
SUPRAPFSL,Supra Pacific Manage,Financial services,BSE,98,85.62,https://zerodha.com/markets/stocks/BSE/SUPRAPFSL/
ADVIKCA,Advik Capital,Financial services,BSE,96,11.37,https://zerodha.com/markets/stocks/BSE/ADVIKCA/
VLL,Virat Leasing,Financial services,BSE,93,--,https://zerodha.com/markets/stocks/BSE/VLL/
JAGSONFI,Jagsonpal Finiance,Financial services,BSE,93,--,https://zerodha.com/markets/stocks/BSE/JAGSONFI/
SAUMYA,Saumya Consultants,Financial services,BSE,93,10.08,https://zerodha.com/markets/stocks/BSE/SAUMYA/
ATLINFRA%C2%A0,Atlanta Infra & Fin.,Financial services,NSE,92,571.61,https://zerodha.com/markets/stocks/NSE/ATLINFRA%C2%A0/
FMEC,FMEC Internatl. Fin,Financial services,BSE,92,56.6,https://zerodha.com/markets/stocks/BSE/FMEC/
SKPSEC,SKP Securities,Financial services,BSE,89,8.88,https://zerodha.com/markets/stocks/BSE/SKPSEC/
WSFX,WSFX Global Pay,Financial services,BSE,89,25.55,https://zerodha.com/markets/stocks/BSE/WSFX/
MYMUDRA,My Mudra Fincorp,Financial services,NSE,88,9.8,https://zerodha.com/markets/stocks/NSE/MYMUDRA/
MUKESHB,Mukesh Babu Fin Serv,Financial services,BSE,88,65.56,https://zerodha.com/markets/stocks/BSE/MUKESHB/
3PLAND,3P Land Holdings,Financial services,NSE,87,41.81,https://zerodha.com/markets/stocks/NSE/3PLAND/
TITANSEC,Titan Securities,Financial services,BSE,85,8.13,https://zerodha.com/markets/stocks/BSE/TITANSEC/
EASTWEST,East West Freight,Financial services,BSE,85,65.61,https://zerodha.com/markets/stocks/BSE/EASTWEST/
ARCFIN,ARC Finance,Financial services,BSE,85,12.48,https://zerodha.com/markets/stocks/BSE/ARCFIN/
DCCL,DAR Credit & Capital,Financial services,NSE,83,11.83,https://zerodha.com/markets/stocks/NSE/DCCL/
SUVIDHAA,Suvidhaa Infoserve,Financial services,NSE,82,--,https://zerodha.com/markets/stocks/NSE/SUVIDHAA/
SOFTRAKV,Softrak Venture Inv,Financial services,BSE,82,227.89,https://zerodha.com/markets/stocks/BSE/SOFTRAKV/
BANASFN,Banas Finance,Financial services,BSE,82,--,https://zerodha.com/markets/stocks/BSE/BANASFN/
CHRTEDCA,Chartered Capl. &Inv,Financial services,BSE,80,14.79,https://zerodha.com/markets/stocks/BSE/CHRTEDCA/
COMFINCAP,Comfort Fincap,Financial services,BSE,80,15.59,https://zerodha.com/markets/stocks/BSE/COMFINCAP/
KEYCORP,Key Corp.,Financial services,BSE,80,18.62,https://zerodha.com/markets/stocks/BSE/KEYCORP/
BLBLIMITED,BLB,Financial services,NSE,78,20.13,https://zerodha.com/markets/stocks/NSE/BLBLIMITED/
GUJCRED,Guj Credit Corp.,Financial services,BSE,78,--,https://zerodha.com/markets/stocks/BSE/GUJCRED/
DHRUVCA,Dhruva Capital Serv.,Financial services,BSE,76,60.02,https://zerodha.com/markets/stocks/BSE/DHRUVCA/
DHANCOT,Dhanlaxmi Cotex,Financial services,BSE,74,12.81,https://zerodha.com/markets/stocks/BSE/DHANCOT/
PIONRINV,Pioneer Investcorp,Financial services,BSE,74,9.35,https://zerodha.com/markets/stocks/BSE/PIONRINV/
MENAMANI,Mena Mani Industries,Financial services,BSE,74,646.58,https://zerodha.com/markets/stocks/BSE/MENAMANI/
SUPRATRE,Supra Trends,Financial services,BSE,74,--,https://zerodha.com/markets/stocks/BSE/SUPRATRE/
JOINDRE,Joindre Capital Serv,Financial services,BSE,73,7.35,https://zerodha.com/markets/stocks/BSE/JOINDRE/
TOYAMSL,Toyam Sports,Financial services,BSE,73,--,https://zerodha.com/markets/stocks/BSE/TOYAMSL/
RTFL,Real Touch,Financial services,BSE,73,15.78,https://zerodha.com/markets/stocks/BSE/RTFL/
SRESTHA,Srestha Finvest,Financial services,BSE,72,--,https://zerodha.com/markets/stocks/BSE/SRESTHA/
APOORVA,Apoorva Leasing,Financial services,BSE,72,140.61,https://zerodha.com/markets/stocks/BSE/APOORVA/
SAICAPI,Sai Capital,Financial services,BSE,72,6.83,https://zerodha.com/markets/stocks/BSE/SAICAPI/
NCLRESE,NCL Research & Fin,Financial services,BSE,72,--,https://zerodha.com/markets/stocks/BSE/NCLRESE/
VSL,Veeram Securities,Financial services,BSE,69,20.19,https://zerodha.com/markets/stocks/BSE/VSL/
KAPILRAJ,Kapil Raj Finance,Financial services,BSE,68,--,https://zerodha.com/markets/stocks/BSE/KAPILRAJ/
ICDSLTD,ICDS,Financial services,NSE,68,48.76,https://zerodha.com/markets/stocks/NSE/ICDSLTD/
ELIXIR,Elixir Capital,Financial services,BSE,67,7.23,https://zerodha.com/markets/stocks/BSE/ELIXIR/
CEEJAY,Ceejay Finance,Financial services,BSE,67,9.89,https://zerodha.com/markets/stocks/BSE/CEEJAY/
YAMNINV,Yamini Investments,Financial services,BSE,66,45.68,https://zerodha.com/markets/stocks/BSE/YAMNINV/
SMIFS,Nexome CapitalMarket,Financial services,BSE,66,56.5,https://zerodha.com/markets/stocks/BSE/SMIFS/
MEFCOMCAP,Mefcom Cap Mkt,Financial services,BSE,66,--,https://zerodha.com/markets/stocks/BSE/MEFCOMCAP/
KIDUJA,Kiduja India,Financial services,BSE,66,--,https://zerodha.com/markets/stocks/BSE/KIDUJA/
HBSL,HB Stockholdings,Financial services,NSE,66,--,https://zerodha.com/markets/stocks/NSE/HBSL/
LFIC,Lakshmi Finance&Indl,Financial services,NSE,66,18.48,https://zerodha.com/markets/stocks/NSE/LFIC/
ISLCONSUL,ISL Consulting,Financial services,BSE,65,--,https://zerodha.com/markets/stocks/BSE/ISLCONSUL/
21STCENMGM,21st Cent Mgt,Financial services,BSE,65,5.27,https://zerodha.com/markets/stocks/BSE/21STCENMGM/
KBSINDIA,KBS India,Financial services,BSE,64,365.83,https://zerodha.com/markets/stocks/BSE/KBSINDIA/
SUGALDAM,Sugal & Damani Share,Financial services,BSE,64,13.58,https://zerodha.com/markets/stocks/BSE/SUGALDAM/
ANVRDHI,Annvrridhhi Ventures,Financial services,BSE,63,85.66,https://zerodha.com/markets/stocks/BSE/ANVRDHI/
BAMPSL,Bampsl Sec,Financial services,BSE,62,46.1,https://zerodha.com/markets/stocks/BSE/BAMPSL/
AASTAFIN,Aastamangalam Fin.,Financial services,BSE,61,7.33,https://zerodha.com/markets/stocks/BSE/AASTAFIN/
AJCON,Ajcon Global Service,Financial services,BSE,60,111.33,https://zerodha.com/markets/stocks/BSE/AJCON/
SITAENT,Sita Enterprises,Financial services,BSE,60,53.46,https://zerodha.com/markets/stocks/BSE/SITAENT/
ARNOLD,Arnold Holdings,Financial services,BSE,59,11.04,https://zerodha.com/markets/stocks/BSE/ARNOLD/
PHCAP,PH Capital,Financial services,BSE,58,7.44,https://zerodha.com/markets/stocks/BSE/PHCAP/
INTRGLB,Inter Globe Finance,Financial services,BSE,58,17.1,https://zerodha.com/markets/stocks/BSE/INTRGLB/
FUTSOL,Futuristic Solutions,Financial services,BSE,57,--,https://zerodha.com/markets/stocks/BSE/FUTSOL/
ADMANUM,Ad-Manum Fin.,Financial services,BSE,56,6.23,https://zerodha.com/markets/stocks/BSE/ADMANUM/
MYMONEY,My Money Securities,Financial services,BSE,55,7.99,https://zerodha.com/markets/stocks/BSE/MYMONEY/
MEHTAHG,Ruparel Food Product,Financial services,BSE,55,--,https://zerodha.com/markets/stocks/BSE/MEHTAHG/
SAVFI,Savani Financials,Financial services,BSE,55,--,https://zerodha.com/markets/stocks/BSE/SAVFI/
LADDERUP,Ladderup Finance,Financial services,BSE,54,37.76,https://zerodha.com/markets/stocks/BSE/LADDERUP/
SRGINFOTEC,Pan India Corp.,Financial services,BSE,53,--,https://zerodha.com/markets/stocks/BSE/SRGINFOTEC/
MASKINVEST,Mask Investments,Financial services,NSE,53,--,https://zerodha.com/markets/stocks/NSE/MASKINVEST/
YASTF,Yash Trading&Finance,Financial services,BSE,53,--,https://zerodha.com/markets/stocks/BSE/YASTF/
CAPFIN,Capfin India,Financial services,BSE,52,318.4,https://zerodha.com/markets/stocks/BSE/CAPFIN/
MEAPL,Modern Engineering,Financial services,BSE,52,7.16,https://zerodha.com/markets/stocks/BSE/MEAPL/
RAJATH,Fynx Capital,Financial services,BSE,52,--,https://zerodha.com/markets/stocks/BSE/RAJATH/
MONOT,Monotype India,Financial services,BSE,51,4.03,https://zerodha.com/markets/stocks/BSE/MONOT/
KALYANCAP,Kalyan Capitals,Financial services,BSE,51,20.3,https://zerodha.com/markets/stocks/BSE/KALYANCAP/
MORARKFI,Morarka Finance,Financial services,BSE,51,18.34,https://zerodha.com/markets/stocks/BSE/MORARKFI/
INDIAHOME,India Home Loan,Financial services,BSE,50,183.62,https://zerodha.com/markets/stocks/BSE/INDIAHOME/
SUMEDHA,Sumedha Fiscal Serv,Financial services,BSE,50,6.85,https://zerodha.com/markets/stocks/BSE/SUMEDHA/
SPACAPS,Spa Capital Serv,Financial services,BSE,50,77.54,https://zerodha.com/markets/stocks/BSE/SPACAPS/
SALEM,Salem Erode Invest,Financial services,BSE,50,--,https://zerodha.com/markets/stocks/BSE/SALEM/
CSL,Continental Sec.,Financial services,BSE,50,37.35,https://zerodha.com/markets/stocks/BSE/CSL/
GOWRALE,Gowra Leasing & Fin,Financial services,BSE,50,11.72,https://zerodha.com/markets/stocks/BSE/GOWRALE/
GOGIACAPGL,Gogia Capital Growth,Financial services,BSE,49,14.71,https://zerodha.com/markets/stocks/BSE/GOGIACAPGL/
RRFIN,RR Fin. Consultants,Financial services,BSE,49,19.57,https://zerodha.com/markets/stocks/BSE/RRFIN/
HYBRIDFIN,Hybrid Finl. Service,Financial services,NSE,49,12.88,https://zerodha.com/markets/stocks/NSE/HYBRIDFIN/
JMJFIN,JMJ Fintech,Financial services,BSE,49,9.56,https://zerodha.com/markets/stocks/BSE/JMJFIN/
INDUSFINL,Indus Finance,Financial services,BSE,48,44.49,https://zerodha.com/markets/stocks/BSE/INDUSFINL/
KREONFIN,Kreon Financial Serv,Financial services,BSE,48,--,https://zerodha.com/markets/stocks/BSE/KREONFIN/
HCKKVENTURE,HCKK Ventures,Financial services,BSE,47,213.7,https://zerodha.com/markets/stocks/BSE/HCKKVENTURE/
TCFCFINQ,TCFC Finance,Financial services,BSE,46,37.64,https://zerodha.com/markets/stocks/BSE/TCFCFINQ/
SAINIK,Sainik Finance & Ind,Financial services,BSE,46,7.5,https://zerodha.com/markets/stocks/BSE/SAINIK/
KRATOSENER,Lords Mark India,Financial services,BSE,45,--,https://zerodha.com/markets/stocks/BSE/KRATOSENER/
OASISEC,Oasis Securities,Financial services,BSE,45,51.37,https://zerodha.com/markets/stocks/BSE/OASISEC/
KJMCFIN,KJMC Financial Serv,Financial services,BSE,45,53.03,https://zerodha.com/markets/stocks/BSE/KJMCFIN/
SHRINIWAS,Shri Niwas Leasing,Financial services,BSE,44,--,https://zerodha.com/markets/stocks/BSE/SHRINIWAS/
WALCHPF,Walchand People,Financial services,BSE,43,23.75,https://zerodha.com/markets/stocks/BSE/WALCHPF/
ADIEXRE,Trustedge Capital,Financial services,BSE,43,262.81,https://zerodha.com/markets/stocks/BSE/ADIEXRE/
CHALLANI,Challani Capital,Financial services,BSE,43,22.93,https://zerodha.com/markets/stocks/BSE/CHALLANI/
ANUPAM,Anupam Finserv,Financial services,BSE,43,85.71,https://zerodha.com/markets/stocks/BSE/ANUPAM/
ZODIACVEN,Zodiac Ventures,Financial services,BSE,41,40.56,https://zerodha.com/markets/stocks/BSE/ZODIACVEN/
SMARTFIN,Smart Finsec,Financial services,BSE,41,35.03,https://zerodha.com/markets/stocks/BSE/SMARTFIN/
NAM,NAM Securities,Financial services,BSE,40,113.29,https://zerodha.com/markets/stocks/BSE/NAM/
INDBNK,Ind Bank Housing,Financial services,BSE,40,--,https://zerodha.com/markets/stocks/BSE/INDBNK/
DYNAMICP,Dynamic Portfolio,Financial services,BSE,40,325.09,https://zerodha.com/markets/stocks/BSE/DYNAMICP/
BOMTALKIES,Bombay Talkies,Financial services,BSE,39,--,https://zerodha.com/markets/stocks/BSE/BOMTALKIES/
MARGOFIN,Margo Finance,Financial services,BSE,39,111.63,https://zerodha.com/markets/stocks/BSE/MARGOFIN/
WILLAMAGOR,Williamson Magor &Co,Financial services,NSE,39,--,https://zerodha.com/markets/stocks/NSE/WILLAMAGOR/
INDCEMCAP,India Cement Capital,Financial services,BSE,39,69.76,https://zerodha.com/markets/stocks/BSE/INDCEMCAP/
SWATIPRO,Swati Projects,Financial services,BSE,38,--,https://zerodha.com/markets/stocks/BSE/SWATIPRO/
RELICTEC,Relic Tech.,Financial services,BSE,37,--,https://zerodha.com/markets/stocks/BSE/RELICTEC/
BERVINL,Bervin Invest & Leas,Financial services,BSE,37,--,https://zerodha.com/markets/stocks/BSE/BERVINL/
KHOOBSURAT,Khoobsurat,Financial services,BSE,37,--,https://zerodha.com/markets/stocks/BSE/KHOOBSURAT/
SULABEN,Sulabha Engg,Financial services,BSE,37,14.98,https://zerodha.com/markets/stocks/BSE/SULABEN/
GLANCE,Glance Finance,Financial services,BSE,37,15.84,https://zerodha.com/markets/stocks/BSE/GLANCE/
KHANDSE,Khandwala Securities,Financial services,NSE,36,--,https://zerodha.com/markets/stocks/NSE/KHANDSE/
ASHCAP,Ashirwad Capital,Financial services,BSE,36,42.54,https://zerodha.com/markets/stocks/BSE/ASHCAP/
SUJALA,Sujala Trading &Hold,Financial services,BSE,36,--,https://zerodha.com/markets/stocks/BSE/SUJALA/
NLFL,Nalin Lease Finance,Financial services,BSE,36,10.26,https://zerodha.com/markets/stocks/BSE/NLFL/
INDIANVSH,India Nivesh,Financial services,BSE,36,--,https://zerodha.com/markets/stocks/BSE/INDIANVSH/
GALACTICO,Galactico Corp. Serv,Financial services,BSE,35,14.89,https://zerodha.com/markets/stocks/BSE/GALACTICO/
BRIDGESE,Bridge Securities,Financial services,BSE,35,27.81,https://zerodha.com/markets/stocks/BSE/BRIDGESE/
FRONTCAP,Frontier Capital,Financial services,BSE,35,117.34,https://zerodha.com/markets/stocks/BSE/FRONTCAP/
TRIUMPH%20IN%20F,Triumph Intl Fin.,Financial services,BSE,34,9.27,https://zerodha.com/markets/stocks/BSE/TRIUMPH%20IN%20F/
STANROS,StanroseMafatlal Inv,Financial services,BSE,34,--,https://zerodha.com/markets/stocks/BSE/STANROS/
QGO,Qgo Finance,Financial services,BSE,34,11.22,https://zerodha.com/markets/stocks/BSE/QGO/
RAMSONS,Ramsons Projects,Financial services,BSE,34,12.4,https://zerodha.com/markets/stocks/BSE/RAMSONS/
NAGREEKCAP,Nagreeka Cap & Infra,Financial services,NSE,34,1.84,https://zerodha.com/markets/stocks/NSE/NAGREEKCAP/
VERTEX,Vertex Securities,Financial services,BSE,33,--,https://zerodha.com/markets/stocks/BSE/VERTEX/
VIJIFIN,Viji Finance,Financial services,BSE,33,239.57,https://zerodha.com/markets/stocks/BSE/VIJIFIN/
GOLDLINE,Gold Line Internatl.,Financial services,BSE,32,271.61,https://zerodha.com/markets/stocks/BSE/GOLDLINE/
PRISMX,Prismx Global Ventur,Financial services,BSE,32,55.08,https://zerodha.com/markets/stocks/BSE/PRISMX/
MUNOTHFI,Munoth FinancialServ,Financial services,BSE,32,--,https://zerodha.com/markets/stocks/BSE/MUNOTHFI/
