Symbol,Stock Name,Sector,Exchange,Market Cap,PE,Stock URL
AMBANIORGO,Ambani Orgochem,Chemicals,NSE,97,--,https://zerodha.com/markets/stocks/NSE/AMBANIORGO/
AMBEY,Ambey Laboratories,Chemicals,NSE,96,19.98,https://zerodha.com/markets/stocks/NSE/AMBEY/
SRIVASAVI,Srivasavi Adhesive,Chemicals,NSE,96,14.18,https://zerodha.com/markets/stocks/NSE/SRIVASAVI/
SHIVAM,Shivam Chemicals,Chemicals,BSE,96,45.66,https://zerodha.com/markets/stocks/BSE/SHIVAM/
ARISTO,Aristo Bio-Tech&Lis,Chemicals,NSE,93,22.86,https://zerodha.com/markets/stocks/NSE/ARISTO/
ORIENTLTD,Orient Press,Chemicals,NSE,91,--,https://zerodha.com/markets/stocks/NSE/ORIENTLTD/
CLSL,Crop Life Science,Chemicals,NSE,90,15.36,https://zerodha.com/markets/stocks/NSE/CLSL/
DAIKAFFI,Daikaffil Chemicals,Chemicals,BSE,90,--,https://zerodha.com/markets/stocks/BSE/DAIKAFFI/
ARCHITORG,Archit Organosys,Chemicals,BSE,88,26.89,https://zerodha.com/markets/stocks/BSE/ARCHITORG/
SUNLOC,Sunil Healthcare,Chemicals,BSE,86,--,https://zerodha.com/markets/stocks/BSE/SUNLOC/
DUTRON,Dutron Polymers,Chemicals,BSE,84,30.82,https://zerodha.com/markets/stocks/BSE/DUTRON/
AIMCOPEST,Aimco Pesticide,Chemicals,BSE,83,--,https://zerodha.com/markets/stocks/BSE/AIMCOPEST/
EIKO,Eiko Lifesciences,Chemicals,BSE,83,47.46,https://zerodha.com/markets/stocks/BSE/EIKO/
APTPACK,Apt Packaging,Chemicals,BSE,82,265.63,https://zerodha.com/markets/stocks/BSE/APTPACK/
MYSORPETRO,Mysore Petro Chem,Chemicals,BSE,82,26.98,https://zerodha.com/markets/stocks/BSE/MYSORPETRO/
NEXXUS,Nexxus Petro Inds,Chemicals,BSE,78,12.85,https://zerodha.com/markets/stocks/BSE/NEXXUS/
SPL,Swashthik Plascon,Chemicals,BSE,78,11.19,https://zerodha.com/markets/stocks/BSE/SPL/
UNIQUEO,Unique Organics,Chemicals,BSE,78,7.4,https://zerodha.com/markets/stocks/BSE/UNIQUEO/
KEMISTAR,Kemistar Corporation,Chemicals,BSE,78,130.26,https://zerodha.com/markets/stocks/BSE/KEMISTAR/
MPFL,Malpani Pipes&Fittin,Chemicals,BSE,78,9.72,https://zerodha.com/markets/stocks/BSE/MPFL/
TECHNICHEM,Technichem Organics,Chemicals,BSE,78,19.35,https://zerodha.com/markets/stocks/BSE/TECHNICHEM/
GUJCRAFT,Guj. Craft Inds,Chemicals,BSE,76,28.22,https://zerodha.com/markets/stocks/BSE/GUJCRAFT/
MCON,MCON Rasayan India,Chemicals,NSE,76,33.52,https://zerodha.com/markets/stocks/NSE/MCON/
CLARA,Clara Industries,Chemicals,BSE,72,38.26,https://zerodha.com/markets/stocks/BSE/CLARA/
TPINDIA,TPL India,Chemicals,BSE,71,204.35,https://zerodha.com/markets/stocks/BSE/TPINDIA/
MEGAFLEX,Mega Flex Plastics,Chemicals,NSE,70,20.35,https://zerodha.com/markets/stocks/NSE/MEGAFLEX/
NARMP,Narmada Macplast,Chemicals,BSE,68,12.56,https://zerodha.com/markets/stocks/BSE/NARMP/
AUROIMPEX,Auro Impex & Chem.,Chemicals,NSE,68,14.76,https://zerodha.com/markets/stocks/NSE/AUROIMPEX/
VRL,Vasundhara Rasayans,Chemicals,BSE,68,15.95,https://zerodha.com/markets/stocks/BSE/VRL/
AVSL,AVSL Industries,Chemicals,NSE,67,26.36,https://zerodha.com/markets/stocks/NSE/AVSL/
LRRPL,Lead Reclaim And Rub,Chemicals,NSE,66,45.13,https://zerodha.com/markets/stocks/NSE/LRRPL/
SHHARICH,Shree Hari Chem,Chemicals,BSE,66,12.96,https://zerodha.com/markets/stocks/BSE/SHHARICH/
ATVPETRO,SVC Industries,Chemicals,BSE,64,--,https://zerodha.com/markets/stocks/BSE/ATVPETRO/
SHREYASI,Shreyas Intermediate,Chemicals,BSE,64,--,https://zerodha.com/markets/stocks/BSE/SHREYASI/
PROLIFE,Prolife Industries,Chemicals,NSE,64,13.72,https://zerodha.com/markets/stocks/NSE/PROLIFE/
NATPLAS,National Plastic Ind,Chemicals,BSE,61,16.14,https://zerodha.com/markets/stocks/BSE/NATPLAS/
INDXTRA,IEL,Chemicals,BSE,61,142.22,https://zerodha.com/markets/stocks/BSE/INDXTRA/
BHASKAGR,Bhaskar Agrochem,Chemicals,BSE,60,15.32,https://zerodha.com/markets/stocks/BSE/BHASKAGR/
POLYLINK,Polylink Polymers,Chemicals,BSE,58,27.22,https://zerodha.com/markets/stocks/BSE/POLYLINK/
UNILEX,Unilex Colours &Chem,Chemicals,NSE,58,9.06,https://zerodha.com/markets/stocks/NSE/UNILEX/
SEYAIND,Seya Industries,Chemicals,NSE,58,--,https://zerodha.com/markets/stocks/NSE/SEYAIND/
JUMBO,Jumbo Bag,Chemicals,BSE,57,17.55,https://zerodha.com/markets/stocks/BSE/JUMBO/
UCL,Ushanti Colour Chem,Chemicals,NSE,55,--,https://zerodha.com/markets/stocks/NSE/UCL/
MEDICAPS,Medi-Caps,Chemicals,BSE,55,--,https://zerodha.com/markets/stocks/BSE/MEDICAPS/
SUCROSA,Super Crop Safe,Chemicals,BSE,54,24.86,https://zerodha.com/markets/stocks/BSE/SUCROSA/
PEARLPOLY,Pearl Polymers,Chemicals,NSE,54,--,https://zerodha.com/markets/stocks/NSE/PEARLPOLY/
INNOVTEC,Innovative Tech Pack,Chemicals,BSE,52,--,https://zerodha.com/markets/stocks/BSE/INNOVTEC/
MMRUBBR-B,MM Rubber,Chemicals,BSE,51,--,https://zerodha.com/markets/stocks/BSE/MMRUBBR-B/
CRSTCHM,Crestchem,Chemicals,BSE,51,18.52,https://zerodha.com/markets/stocks/BSE/CRSTCHM/
CDG,CDG Petchem,Chemicals,BSE,49,--,https://zerodha.com/markets/stocks/BSE/CDG/
DUROPACK,Duropack,Chemicals,BSE,49,20.63,https://zerodha.com/markets/stocks/BSE/DUROPACK/
HARDCAS,Hardcastle&Waud Mfg,Chemicals,BSE,49,38.43,https://zerodha.com/markets/stocks/BSE/HARDCAS/
REXSEAL,Rex Sealing and Pkg,Chemicals,BSE,48,24.73,https://zerodha.com/markets/stocks/BSE/REXSEAL/
AIKPIPES,Aik Pipes & Polymers,Chemicals,BSE,48,37.36,https://zerodha.com/markets/stocks/BSE/AIKPIPES/
PENTAGON,Pentagon Rubber,Chemicals,NSE,47,17.52,https://zerodha.com/markets/stocks/NSE/PENTAGON/
PRESSURS,Press. Sensitive Sys,Chemicals,BSE,45,0.63,https://zerodha.com/markets/stocks/BSE/PRESSURS/
BULKCORP,Bulkcorp Internl,Chemicals,NSE,44,12.58,https://zerodha.com/markets/stocks/NSE/BULKCORP/
ARUNAYA,Arunaya Organics,Chemicals,NSE,43,10.61,https://zerodha.com/markets/stocks/NSE/ARUNAYA/
RISHIPACK,Rishi Techtex,Chemicals,BSE,42,18.22,https://zerodha.com/markets/stocks/BSE/RISHIPACK/
CAMEXLTD,Camex,Chemicals,BSE,41,21.75,https://zerodha.com/markets/stocks/BSE/CAMEXLTD/
VSCL,Vadivarhe Speciality,Chemicals,NSE,41,--,https://zerodha.com/markets/stocks/NSE/VSCL/
AMCOIND,Amco India,Chemicals,BSE,40,21.11,https://zerodha.com/markets/stocks/BSE/AMCOIND/
YUG,Yug Decor,Chemicals,BSE,38,551.84,https://zerodha.com/markets/stocks/BSE/YUG/
AXELPOLY,Axel Polymers,Chemicals,BSE,37,213.66,https://zerodha.com/markets/stocks/BSE/AXELPOLY/
GUJPETR,Guj. Petrosynthese,Chemicals,BSE,36,24.78,https://zerodha.com/markets/stocks/BSE/GUJPETR/
KACL,Kaiser Corp.,Chemicals,BSE,36,--,https://zerodha.com/markets/stocks/BSE/KACL/
QRIL,Quality RO Industry,Chemicals,BSE,36,21.04,https://zerodha.com/markets/stocks/BSE/QRIL/
POLYSPIN,Polyspin Exports,Chemicals,BSE,35,8.57,https://zerodha.com/markets/stocks/BSE/POLYSPIN/
DYNAMIND,Dynamic Inds,Chemicals,BSE,34,21.56,https://zerodha.com/markets/stocks/BSE/DYNAMIND/
HARLETH,Haryana Leather Chem,Chemicals,BSE,34,14.79,https://zerodha.com/markets/stocks/BSE/HARLETH/
SONALAD,Sonal Adhesives,Chemicals,BSE,33,18.93,https://zerodha.com/markets/stocks/BSE/SONALAD/
COCHMAL,Cochin Malabar Ests,Chemicals,BSE,32,24.61,https://zerodha.com/markets/stocks/BSE/COCHMAL/
TECILCHEM,TECIL Chem & Hydro,Chemicals,NSE,32,--,https://zerodha.com/markets/stocks/NSE/TECILCHEM/
TCMLMTD,TCM,Chemicals,BSE,31,19,https://zerodha.com/markets/stocks/BSE/TCMLMTD/
KSHITIJPOL,Kshitij Polyline,Chemicals,NSE,30,--,https://zerodha.com/markets/stocks/NSE/KSHITIJPOL/
VINYOFL,Vinyoflex,Chemicals,BSE,30,11.57,https://zerodha.com/markets/stocks/BSE/VINYOFL/
VIKASWSP,Vikas WSP,Chemicals,BSE,30,--,https://zerodha.com/markets/stocks/BSE/VIKASWSP/
COMMAND,Command Polymers,Chemicals,BSE,29,52.69,https://zerodha.com/markets/stocks/BSE/COMMAND/
GENESIS,Genesis IBRC India,Chemicals,BSE,29,8.26,https://zerodha.com/markets/stocks/BSE/GENESIS/
PAOS,PAOS Industries,Chemicals,BSE,28,--,https://zerodha.com/markets/stocks/BSE/PAOS/
VENLONPOLY,Venlon Enterprises,Chemicals,BSE,28,--,https://zerodha.com/markets/stocks/BSE/VENLONPOLY/
HINFLUR,Hind Fluorocarbons,Chemicals,BSE,27,64.11,https://zerodha.com/markets/stocks/BSE/HINFLUR/
SANGINITA,Sanginita Chemicals,Chemicals,NSE,27,44.06,https://zerodha.com/markets/stocks/NSE/SANGINITA/
KISAAN,Kisaan Parivar Inds.,Chemicals,BSE,26,14.61,https://zerodha.com/markets/stocks/BSE/KISAAN/
PNTKYOR,Pentokey Organy,Chemicals,BSE,26,107.76,https://zerodha.com/markets/stocks/BSE/PNTKYOR/
YCCL,Yasons Chemex Care,Chemicals,NSE,25,15.21,https://zerodha.com/markets/stocks/NSE/YCCL/
TECHNOPACK,Technopack Polymers,Chemicals,BSE,25,14.53,https://zerodha.com/markets/stocks/BSE/TECHNOPACK/
MACIND,Machhar Industries,Chemicals,BSE,25,161.67,https://zerodha.com/markets/stocks/BSE/MACIND/
TIJARIA,Tijaria Polypipe,Chemicals,BSE,23,--,https://zerodha.com/markets/stocks/BSE/TIJARIA/
ASINPET,Asian Petroproducts,Chemicals,BSE,23,--,https://zerodha.com/markets/stocks/BSE/ASINPET/
JAYCH,Jayshree Chem.,Chemicals,BSE,23,--,https://zerodha.com/markets/stocks/BSE/JAYCH/
VAMSHIRU,Vamshi Rubber,Chemicals,BSE,22,32.78,https://zerodha.com/markets/stocks/BSE/VAMSHIRU/
GUJRAFFIA,Guj Raffia Inds,Chemicals,BSE,22,42.86,https://zerodha.com/markets/stocks/BSE/GUJRAFFIA/
None,LK Mehta Polymers,Chemicals,BSE,20,32.56,https://zerodha.com/markets/stocks/BSE/None/
VIKASPROP,Vikas Proppant&Gran.,Chemicals,BSE,20,--,https://zerodha.com/markets/stocks/BSE/VIKASPROP/
CITICHEM,Citichem India,Chemicals,BSE,19,15.84,https://zerodha.com/markets/stocks/BSE/CITICHEM/
EASTRED,Eastern Treads,Chemicals,BSE,18,--,https://zerodha.com/markets/stocks/BSE/EASTRED/
ORGCOAT,Organic Coatings,Chemicals,BSE,18,--,https://zerodha.com/markets/stocks/BSE/ORGCOAT/
CAPRO,Caprolactam Chem,Chemicals,BSE,18,--,https://zerodha.com/markets/stocks/BSE/CAPRO/
EPBIO,EP Biocomposites,Chemicals,BSE,17,16.64,https://zerodha.com/markets/stocks/BSE/EPBIO/
KUNSTOFF,Kunststoffe Inds,Chemicals,BSE,17,21.41,https://zerodha.com/markets/stocks/BSE/KUNSTOFF/
ADVPETR-B,Advance Petro,Chemicals,BSE,17,55.51,https://zerodha.com/markets/stocks/BSE/ADVPETR-B/
SRECR,Sreechem Resins,Chemicals,BSE,17,--,https://zerodha.com/markets/stocks/BSE/SRECR/
SHANTI,Shanti Overseas Ind.,Chemicals,NSE,15,--,https://zerodha.com/markets/stocks/NSE/SHANTI/
VIVIDIND,Vivid Global Inds,Chemicals,BSE,15,38.71,https://zerodha.com/markets/stocks/BSE/VIVIDIND/
POLYCON,Polycon Internatl.,Chemicals,BSE,14,98.12,https://zerodha.com/markets/stocks/BSE/POLYCON/
PHYTO,Phyto Chem (India),Chemicals,BSE,13,--,https://zerodha.com/markets/stocks/BSE/PHYTO/
ASHISHPO,Ashish Polyplast,Chemicals,BSE,13,51.41,https://zerodha.com/markets/stocks/BSE/ASHISHPO/
AHIMSA,Ahimsa Industries,Chemicals,NSE,13,--,https://zerodha.com/markets/stocks/NSE/AHIMSA/
SMVD,SMVD Poly Pack,Chemicals,NSE,13,1.15,https://zerodha.com/markets/stocks/NSE/SMVD/
RAJPACK,Raj Packaging Inds,Chemicals,BSE,13,--,https://zerodha.com/markets/stocks/BSE/RAJPACK/
SHRAJOI,Shree RajivlochanOil,Chemicals,BSE,13,--,https://zerodha.com/markets/stocks/BSE/SHRAJOI/
PRATIKSH,Pratiksha Chemicals,Chemicals,BSE,12,--,https://zerodha.com/markets/stocks/BSE/PRATIKSH/
KUWERIN,Kuwer Industries,Chemicals,BSE,12,25.7,https://zerodha.com/markets/stocks/BSE/KUWERIN/
BALCO,Solve Plastic Prod,Chemicals,NSE,12,--,https://zerodha.com/markets/stocks/NSE/BALCO/
VINAYAKPOL,Vinayak Polycon,Chemicals,BSE,12,54.75,https://zerodha.com/markets/stocks/BSE/VINAYAKPOL/
MILTONPLAS,MPL Plastics,Chemicals,BSE,12,--,https://zerodha.com/markets/stocks/BSE/MILTONPLAS/
SRPL,Shree Ram Proteins,Chemicals,NSE,12,--,https://zerodha.com/markets/stocks/NSE/SRPL/
SDL,Span Divergent,Chemicals,BSE,12,--,https://zerodha.com/markets/stocks/BSE/SDL/
OMKARCHEM,Omkar SpecialityChem,Chemicals,NSE,12,--,https://zerodha.com/markets/stocks/NSE/OMKARCHEM/
ZINEMA,Zinema Media & Entmt,Chemicals,BSE,12,42.54,https://zerodha.com/markets/stocks/BSE/ZINEMA/
PADALPO,Padmanabh Alloys,Chemicals,BSE,11,44.71,https://zerodha.com/markets/stocks/BSE/PADALPO/
PANKAJPO,Pankaj Polymers,Chemicals,BSE,11,--,https://zerodha.com/markets/stocks/BSE/PANKAJPO/
CHEMIESYNT,Chemiesynth (Vapi),Chemicals,BSE,11,--,https://zerodha.com/markets/stocks/BSE/CHEMIESYNT/
LIMECHM,Lime Chemicals,Chemicals,BSE,11,50.48,https://zerodha.com/markets/stocks/BSE/LIMECHM/
TULASEEBIOE,Tulasee Bio-Ethanol,Chemicals,BSE,10,--,https://zerodha.com/markets/stocks/BSE/TULASEEBIOE/
RITEZONE,Rite Zone Chemcon,Chemicals,NSE,10,10.86,https://zerodha.com/markets/stocks/NSE/RITEZONE/
BISIL,Bisil Plast,Chemicals,BSE,9,60.69,https://zerodha.com/markets/stocks/BSE/BISIL/
PIONAGR,Pioneer Agro Extract,Chemicals,BSE,9,101.5,https://zerodha.com/markets/stocks/BSE/PIONAGR/
CJGEL,CJ Gelatine Products,Chemicals,BSE,9,109.38,https://zerodha.com/markets/stocks/BSE/CJGEL/
STANPACK,Stanpacks India,Chemicals,BSE,8,66.1,https://zerodha.com/markets/stocks/BSE/STANPACK/
PROGREXV,Progrex Ventures,Chemicals,BSE,8,--,https://zerodha.com/markets/stocks/BSE/PROGREXV/
SAICOM,Saianand Commercial,Chemicals,BSE,8,23.04,https://zerodha.com/markets/stocks/BSE/SAICOM/
PROMACT,Promact Impex,Chemicals,BSE,7,52.46,https://zerodha.com/markets/stocks/BSE/PROMACT/
ZKHANDEN,Khandelwal Extractn,Chemicals,BSE,7,22.11,https://zerodha.com/markets/stocks/BSE/ZKHANDEN/
KRIPIND%C2%A0,Kriptol Industries,Chemicals,NSE,6,--,https://zerodha.com/markets/stocks/NSE/KRIPIND%C2%A0/
TIRTPLS,Tirth Plastic,Chemicals,BSE,6,406.09,https://zerodha.com/markets/stocks/BSE/TIRTPLS/
AMJUMBO,A And M Jumbo Bags,Chemicals,NSE,6,36.15,https://zerodha.com/markets/stocks/NSE/AMJUMBO/
POLYMAC,Polymac Thermoformer,Chemicals,BSE,6,141.38,https://zerodha.com/markets/stocks/BSE/POLYMAC/
INTEG.THERMO,Integr.Thermoplastic,Chemicals,BSE,6,--,https://zerodha.com/markets/stocks/BSE/INTEG.THERMO/
GARODCH,Garodia Chemicals,Chemicals,BSE,6,--,https://zerodha.com/markets/stocks/BSE/GARODCH/
PITHP,Pithampur Poly,Chemicals,BSE,5,--,https://zerodha.com/markets/stocks/BSE/PITHP/
AADIIND,Aadi Industries,Chemicals,BSE,5,--,https://zerodha.com/markets/stocks/BSE/AADIIND/
JALPAC,Jalpac India,Chemicals,NSE,5,--,https://zerodha.com/markets/stocks/NSE/JALPAC/
SANCO,Sanco Industries,Chemicals,NSE,5,--,https://zerodha.com/markets/stocks/NSE/SANCO/
DECPO,Deccan Polypacks,Chemicals,BSE,5,5.06,https://zerodha.com/markets/stocks/BSE/DECPO/
KRISNAFILA,Krishna Filament Ind,Chemicals,BSE,5,798.1,https://zerodha.com/markets/stocks/BSE/KRISNAFILA/
ASHOKRE,Ashoka Refineries,Chemicals,BSE,5,--,https://zerodha.com/markets/stocks/BSE/ASHOKRE/
STURDY,Sturdy Industries,Chemicals,BSE,4,--,https://zerodha.com/markets/stocks/BSE/STURDY/
INNOCORP,Innocorp,Chemicals,BSE,4,--,https://zerodha.com/markets/stocks/BSE/INNOCORP/
JAUSPOL,Jauss Polymers,Chemicals,BSE,4,--,https://zerodha.com/markets/stocks/BSE/JAUSPOL/
UNQTYMI,Union Qlty Plastics,Chemicals,BSE,3,--,https://zerodha.com/markets/stocks/BSE/UNQTYMI/
ARCEEIN,Arcee Inds,Chemicals,BSE,3,--,https://zerodha.com/markets/stocks/BSE/ARCEEIN/
BIOPAC,Biopac India Corpn.,Chemicals,NSE,3,--,https://zerodha.com/markets/stocks/NSE/BIOPAC/
SARCHEM%C2%A0,Sarang Chem.,Chemicals,NSE,2,--,https://zerodha.com/markets/stocks/NSE/SARCHEM%C2%A0/
REVATI%20ORGAN,Revati Media,Chemicals,BSE,2,--,https://zerodha.com/markets/stocks/BSE/REVATI%20ORGAN/
SAGRSOY-B,Signature Green,Chemicals,BSE,1,--,https://zerodha.com/markets/stocks/BSE/SAGRSOY-B/
CAMLIN-RE,CAMLIN-RE,Chemicals,NSE,0,--,https://zerodha.com/markets/stocks/NSE/CAMLIN-RE/
DIXON,Dixon Technologies,Consumer durables,NSE,"93,559",85.4,https://zerodha.com/markets/stocks/NSE/DIXON/
VOLTAS,Voltas,Consumer durables,NSE,"45,361",53.91,https://zerodha.com/markets/stocks/NSE/VOLTAS/
BLUESTARCO,Blue Star,Consumer durables,NSE,"37,225",62.96,https://zerodha.com/markets/stocks/NSE/BLUESTARCO/
HONAUT,Honeywell Automation,Consumer durables,NSE,"36,158",69.06,https://zerodha.com/markets/stocks/NSE/HONAUT/
AMBER,Amber Enterprises,Consumer durables,NSE,"25,441",104.46,https://zerodha.com/markets/stocks/NSE/AMBER/
CROMPTON,Crompt.Greaves Cons.,Consumer durables,NSE,"22,113",39.78,https://zerodha.com/markets/stocks/NSE/CROMPTON/
PGEL,PG Electroplast,Consumer durables,NSE,"20,969",72.86,https://zerodha.com/markets/stocks/NSE/PGEL/
WHIRLPOOL,Whirlpool Of India,Consumer durables,NSE,"16,944",47.2,https://zerodha.com/markets/stocks/NSE/WHIRLPOOL/
EUREKAFORB,Eureka Forbes,Consumer durables,BSE,"11,501",69.96,https://zerodha.com/markets/stocks/BSE/EUREKAFORB/
TTKPRESTIG,TTK Prestige,Consumer durables,NSE,"8,680",77.2,https://zerodha.com/markets/stocks/NSE/TTKPRESTIG/
SYMPHONY,Symphony,Consumer durables,BSE,"7,913",37.15,https://zerodha.com/markets/stocks/BSE/SYMPHONY/
BAJAJELEC,Bajaj Electricals,Consumer durables,NSE,"7,886",59.11,https://zerodha.com/markets/stocks/NSE/BAJAJELEC/
IFBIND,IFB Industries,Consumer durables,NSE,"6,123",51.49,https://zerodha.com/markets/stocks/NSE/IFBIND/
JCHAC,Johnson Controls,Consumer durables,NSE,"4,939",83.96,https://zerodha.com/markets/stocks/NSE/JCHAC/
HAWKINCOOK,Hawkins Cookers,Consumer durables,BSE,"4,881",42.56,https://zerodha.com/markets/stocks/BSE/HAWKINCOOK/
ORIENTELEC,Orient Electric,Consumer durables,NSE,"4,745",57.03,https://zerodha.com/markets/stocks/NSE/ORIENTELEC/
BOROLTD,Borosil,Consumer durables,NSE,"3,992",53.77,https://zerodha.com/markets/stocks/NSE/BOROLTD/
EPACK,EPACK Durable,Consumer durables,NSE,"3,349",60.74,https://zerodha.com/markets/stocks/NSE/EPACK/
WEL,Wonder Electricals,Consumer durables,NSE,"2,334",140.85,https://zerodha.com/markets/stocks/NSE/WEL/
HINDWAREAP,Hindware Home Innov.,Consumer durables,NSE,"2,321",--,https://zerodha.com/markets/stocks/NSE/HINDWAREAP/
STOVEKRAFT,Stove Kraft,Consumer durables,NSE,"1,961",50.93,https://zerodha.com/markets/stocks/NSE/STOVEKRAFT/
BUTTERFLY,ButterflyGandhimathi,Consumer durables,BSE,"1,261",38.75,https://zerodha.com/markets/stocks/BSE/BUTTERFLY/
ELIN,Elin Electronics,Consumer durables,NSE,854,29.13,https://zerodha.com/markets/stocks/NSE/ELIN/
SINGER,Singer India,Consumer durables,BSE,416,56.31,https://zerodha.com/markets/stocks/BSE/SINGER/
MIRCELECTR,MIRC Electronics,Consumer durables,NSE,395,--,https://zerodha.com/markets/stocks/NSE/MIRCELECTR/
SONAMLTD,Sonam,Consumer durables,NSE,189,29.84,https://zerodha.com/markets/stocks/NSE/SONAMLTD/
SRIGEE,Srigee DLM,Consumer durables,BSE,189,37.79,https://zerodha.com/markets/stocks/BSE/SRIGEE/
ARHAM,Arham Technolgy,Consumer durables,NSE,146,24.59,https://zerodha.com/markets/stocks/NSE/ARHAM/
GREENCHEF,Greenchef Appliances,Consumer durables,NSE,145,24.37,https://zerodha.com/markets/stocks/NSE/GREENCHEF/
KALYANISHP,Sharp India,Consumer durables,BSE,141,--,https://zerodha.com/markets/stocks/BSE/KALYANISHP/
SSTL,Safa Systems & Techn,Consumer durables,BSE,99,26.08,https://zerodha.com/markets/stocks/BSE/SSTL/
COMRADE,Comrade Appliances,Consumer durables,BSE,59,111.45,https://zerodha.com/markets/stocks/BSE/COMRADE/
KHAITANLTD,Khaitan India,Consumer durables,NSE,58,8.27,https://zerodha.com/markets/stocks/NSE/KHAITANLTD/
GORANIN,Gorani Industries,Consumer durables,BSE,40,46.24,https://zerodha.com/markets/stocks/BSE/GORANIN/
SALORAINTL,Salora International,Consumer durables,BSE,39,--,https://zerodha.com/markets/stocks/BSE/SALORAINTL/
CATVISION,Catvision,Consumer durables,BSE,13,--,https://zerodha.com/markets/stocks/BSE/CATVISION/
THAKRAL,Thakral Services,Consumer durables,BSE,11,--,https://zerodha.com/markets/stocks/BSE/THAKRAL/
GRASIM,Grasim Industries,Diversified,NSE,"1,91,900",51.79,https://zerodha.com/markets/stocks/NSE/GRASIM/
3MINDIA,3M India,Diversified,NSE,"33,263",54.41,https://zerodha.com/markets/stocks/NSE/3MINDIA/
ABREL,Aditya Birla Real,Diversified,NSE,"25,024",--,https://zerodha.com/markets/stocks/NSE/ABREL/
DCMSHRIRAM,DCM Shriram,Diversified,NSE,"21,938",36.3,https://zerodha.com/markets/stocks/NSE/DCMSHRIRAM/
BIRLACORPN,Birla Corporation,Diversified,NSE,"10,708",36.27,https://zerodha.com/markets/stocks/NSE/BIRLACORPN/
SURYAROSNI,Surya Roshni,Diversified,NSE,"7,293",21.04,https://zerodha.com/markets/stocks/NSE/SURYAROSNI/
BALMLAWRIE,Balmer Lawrie & Co,Diversified,NSE,"3,651",13.73,https://zerodha.com/markets/stocks/NSE/BALMLAWRIE/
GILLANDERS,Gillanders Arbuthnot,Diversified,NSE,281,10.5,https://zerodha.com/markets/stocks/NSE/GILLANDERS/
ASPINWALL,Aspinwall & Co,Diversified,NSE,227,15.62,https://zerodha.com/markets/stocks/NSE/ASPINWALL/
BINANIIND,BIL Vyapa,Diversified,NSE,38,5.51,https://zerodha.com/markets/stocks/NSE/BINANIIND/
NIRAJISPAT,Niraj Ispat Inds.,Diversified,NSE,34,25.42,https://zerodha.com/markets/stocks/NSE/NIRAJISPAT/
VISVEN,Vishvprabha Ventures,Diversified,BSE,22,--,https://zerodha.com/markets/stocks/BSE/VISVEN/
BNRUDY,BNR Udyog,Diversified,BSE,20,--,https://zerodha.com/markets/stocks/BSE/BNRUDY/
FTL,Finelistings Techno,Diversified,BSE,11,--,https://zerodha.com/markets/stocks/BSE/FTL/
SKILVEN,Skyline Ventures,Diversified,BSE,10,--,https://zerodha.com/markets/stocks/BSE/SKILVEN/
VERANDA,Veranda Learning Sln,Education & training,NSE,"1,868",--,https://zerodha.com/markets/stocks/NSE/VERANDA/
LUCENT,Lucent Industries,Education & training,BSE,"1,611",--,https://zerodha.com/markets/stocks/BSE/LUCENT/
SEIL,Shanti Educational,Education & training,BSE,"1,393",197.23,https://zerodha.com/markets/stocks/BSE/SEIL/
CLEDUCATE,CL Educate,Education & training,NSE,508,--,https://zerodha.com/markets/stocks/NSE/CLEDUCATE/
GLOBAL,Global Education,Education & training,NSE,341,12.11,https://zerodha.com/markets/stocks/NSE/GLOBAL/
ZEELEARN,Zee Learn,Education & training,NSE,303,23.8,https://zerodha.com/markets/stocks/NSE/ZEELEARN/
CPCAP,CP Capital,Education & training,NSE,302,7.94,https://zerodha.com/markets/stocks/NSE/CPCAP/
LAWSIKHO,Addictive Learn Tech,Education & training,NSE,228,21.3,https://zerodha.com/markets/stocks/NSE/LAWSIKHO/
VKAL,Vantage Knowledge,Education & training,BSE,225,298.9,https://zerodha.com/markets/stocks/BSE/VKAL/
GOLDENCREST,Golden Crest,Education & training,BSE,197,--,https://zerodha.com/markets/stocks/BSE/GOLDENCREST/
ARIHANTACA,Arihant Academy,Education & training,NSE,167,37.46,https://zerodha.com/markets/stocks/NSE/ARIHANTACA/
SAFE,Sodhani Acad of Fin,Education & training,BSE,162,42.04,https://zerodha.com/markets/stocks/BSE/SAFE/
VJTFEDU,VJTF Eduservices,Education & training,BSE,147,25.36,https://zerodha.com/markets/stocks/BSE/VJTFEDU/
ASCENSIVE,Ascensive Educare,Education & training,BSE,78,30.05,https://zerodha.com/markets/stocks/BSE/ASCENSIVE/
IRONWOOD,Ironwood Education,Education & training,BSE,64,--,https://zerodha.com/markets/stocks/BSE/IRONWOOD/
HBEL,Humming Bird Edu.,Education & training,BSE,56,101.38,https://zerodha.com/markets/stocks/BSE/HBEL/
TREEHOUSE,Tree House Education,Education & training,NSE,33,--,https://zerodha.com/markets/stocks/NSE/TREEHOUSE/
MOXSH,Moxsh Overseas Edu,Education & training,NSE,30,--,https://zerodha.com/markets/stocks/NSE/MOXSH/
VIRTUALG,Virtual Global Educ.,Education & training,BSE,22,--,https://zerodha.com/markets/stocks/BSE/VIRTUALG/
DHTL,Docmode Health Tech,Education & training,NSE,17,--,https://zerodha.com/markets/stocks/NSE/DHTL/
MTEDUCARE,MT Educare,Education & training,NSE,17,--,https://zerodha.com/markets/stocks/NSE/MTEDUCARE/
